"","Date","Renta Fija Global","High Yiled","Renta Fija EM","S&P 500","Eurostoxx 500","MSCI EM","Materias Primas"
"2074",2013-02-27,442.4358,1004.3876,320.0304,1515.99,2611.89,1046.56,274.8713
"2075",2013-02-28,442.8742,1004.91,320.2205,1514.68,2633.55,1054.62,274.8341
"2076",2013-03-01,443.5042,1003.8795,319.3645,1518.2,2616.75,1053.13,273.2232
"2077",2013-03-04,443.6642,1005.2571,319.197,1525.2,2619.78,1041.28,273.5902
"2078",2013-03-05,443.1954,1006.9562,320.3367,1539.79,2683.02,1049.94,274.7038
"2079",2013-03-06,442.9782,1006.9709,320.0013,1541.46,2679.89,1059.84,272.6294
"2080",2013-03-07,442.3453,1008.4623,320.1229,1544.26,2690.85,1057.92,275.2585
"2081",2013-03-08,441.9681,1007.4792,319.9175,1551.18,2728.78,1065.94,276.222
"2082",2013-03-11,442.0684,1008.4053,319.9265,1556.22,2718.71,1063.56,276.5468
"2083",2013-03-12,442.637,1009.3717,320.273,1552.48,2711.85,1057.65,277.2555
"2084",2013-03-13,442.6915,1008.8875,319.5776,1554.52,2704.73,1049.08,276.3045
"2085",2013-03-14,442.5633,1010.1519,319.4003,1563.23,2744.7,1047.7,278.2014
"2086",2013-03-15,443.0268,1011.9226,319.8591,1560.7,2725.72,1042.24,278.4663
"2087",2013-03-18,443.7033,1009.7118,318.8296,1552.1,2705.47,1030.11,276.7689
"2088",2013-03-19,444.2632,1008.6383,317.9635,1548.34,2671.96,1024.96,276.4817
"2089",2013-03-20,443.9322,1009.6177,318.2904,1558.71,2708.9,1026.35,278.0132
"2090",2013-03-21,444.2535,1009.2741,317.8496,1545.8,2683.92,1022.43,277.744
"2091",2013-03-22,444.5239,1010.0543,317.6913,1556.89,2681.67,1015.47,277.7557
"2092",2013-03-25,444.7633,1009.1993,317.5732,1551.69,2649.28,1022.27,277.3219
"2093",2013-03-26,444.754,1008.6117,318.1961,1563.77,2641.12,1028.65,278.7551
"2094",2013-03-27,445.2036,1006.5043,317.2985,1562.85,2612.46,1032.05,280.4182
"2095",2013-03-28,445.2151,1007.7645,318.551,1569.19,2624.02,1032.62,276.686
"2096",2013-03-29,445.1631,1007.7645,318.5697,1569.19,2624.02,1034.9,276.686
"2097",2013-04-01,445.2368,1008.1631,318.4661,1562.17,2624.02,1031.15,274.4348
"2098",2013-04-02,445.3034,1008.7575,318.7663,1570.25,2679.8,1029.1,272.7535
"2099",2013-04-03,445.9183,1010.0097,318.4818,1553.69,2639.01,1024.99,269.5497
"2100",2013-04-04,447.7311,1010.9212,319.3103,1559.98,2621.43,1017.06,268.9745
"2101",2013-04-05,448.8849,1013.8895,322.5167,1553.28,2585.28,1008.13,269.865
"2102",2013-04-08,448.4925,1015.808,325.0989,1563.07,2589.25,1007.14,270.6906
"2103",2013-04-09,448.0125,1017.8593,326.6546,1568.61,2595.13,1015.93,272.3091
"2104",2013-04-10,447.0587,1019.9925,327.7208,1587.73,2661.62,1024.49,271.7601
"2105",2013-04-11,447.1278,1022.4501,328.2019,1593.37,2674.33,1029.22,271.7521
"2106",2013-04-12,447.548,1022.5956,327.6047,1588.85,2633.47,1019.61,269.4059
"2107",2013-04-15,447.7004,1021.5702,326.1594,1552.36,2624.71,1003.29,261.5225
"2108",2013-04-16,447.6686,1020.6028,325.9496,1574.57,2609.3,1008.92,263.8755
"2109",2013-04-17,448.0099,1018.6818,325.7451,1552.01,2553.49,1001.1,262.2957
"2110",2013-04-18,448.4064,1019.4499,326.2822,1541.61,2555.5,997.33,264.8823
"2111",2013-04-19,448.4715,1019.966,326.9339,1555.25,2575.16,1011.17,264.6917
"2112",2013-04-22,448.8116,1020.4696,325.6032,1562.5,2583.62,1011.96,263.5847
"2113",2013-04-23,449.1255,1021.8969,325.9173,1578.78,2662.88,1009.81,261.8303
"2114",2013-04-24,449.1043,1023.3271,325.7859,1578.79,2702.05,1017.71,262.8812
"2115",2013-04-25,448.9434,1024.9172,327.2316,1585.16,2704.41,1027.3,266.9213
"2116",2013-04-26,449.5073,1026.2822,327.1229,1582.24,2683.43,1022.36,265.5143
"2117",2013-04-29,449.939,1029.6,329.3224,1593.61,2717.38,1027.42,270.4771
"2118",2013-04-30,450.048,1032.946,329.5049,1597.57,2712,1039.45,268.9637
"2119",2013-05-01,450.4739,1034.7147,328.7905,1582.7,2711.74,1038.12,264.3266
"2120",2013-05-02,451.1637,1034.7848,329.5896,1597.59,2718.9,1037.33,264.8704
"2121",2013-05-03,449.7974,1037.4872,329.9383,1614.42,2763.68,1042.26,267.9307
"2122",2013-05-06,449.6168,1038.2914,329.7355,1617.5,2750.52,1046.02,267.087
"2123",2013-05-07,449.1558,1039.5574,330.3961,1625.96,2769.08,1052.48,265.7373
"2124",2013-05-08,449.566,1041.5046,332.3154,1632.69,2784.62,1061.09,267.5695
"2125",2013-05-09,449.2961,1040.6897,332.351,1626.67,2773.16,1060.58,268.4686
"2126",2013-05-10,447.5823,1037.3448,329.1313,1633.7,2785.24,1050.74,265.5707
"2127",2013-05-13,447.1545,1035.4245,328.4834,1633.77,2777.39,1041.9,266.0817
"2128",2013-05-14,446.5101,1033.9942,328.2898,1650.34,2795.63,1046.18,265.5215
"2129",2013-05-15,446.3139,1031.9981,325.9888,1658.78,2809.58,1046.1,264.2728
"2130",2013-05-16,447.4368,1033.5116,326.7237,1650.47,2806.7,1046.33,263.4799
"2131",2013-05-17,447.0712,1032.5249,324.7371,1667.47,2817.99,1045.76,265.0817
"2132",2013-05-20,446.6115,1034.1108,324.1194,1666.29,2824.5,1048.15,266.6871
"2133",2013-05-21,446.3825,1034.2359,322.7996,1669.16,2821.65,1048.13,266.4669
"2134",2013-05-22,445.9623,1034.4014,322.4921,1655.35,2835.01,1048.09,266.32
"2135",2013-05-23,445.7379,1031.4683,320.1138,1650.51,2776.78,1025.92,266.8196
"2136",2013-05-24,445.6763,1031.0152,320.6304,1649.6,2764.29,1026.68,265.6384
"2137",2013-05-27,445.7642,1031.0152,320.2332,1649.6,2795,1028.53,265.6384
"2138",2013-05-28,444.3761,1029.2072,317.8656,1660.06,2835.87,1030.82,266.5421
"2139",2013-05-29,443.7091,1025.7991,314.8827,1648.36,2786.54,1020.42,265.3801
"2140",2013-05-30,443.9508,1025.963,312.0995,1654.41,2799.2,1016.02,264.3058
"2141",2013-05-31,443.6341,1022.45,308.9015,1630.74,2769.64,1008.88,262.9314
"2142",2013-06-03,443.8472,1020.1127,308.9958,1640.42,2747.74,998.55,265.3208
"2143",2013-06-04,443.1397,1019.2585,311.7055,1631.38,2755.7,1004.03,265.9586
"2144",2013-06-05,443.3268,1013.7728,308.0432,1608.9,2709.33,991.38,266.0461
"2145",2013-06-06,443.0114,1013.2154,306.2032,1622.56,2676.21,985.05,265.1912
"2146",2013-06-07,442.3744,1016.5008,307.1017,1643.38,2724.08,980.64,264.2791
"2147",2013-06-10,441.61,1015.707,301.6982,1642.81,2719.4,972.89,262.8557
"2148",2013-06-11,441.0193,1009.8997,300.6568,1626.13,2683.2,954.38,261.5583
"2149",2013-06-12,440.667,1010.7558,303.4407,1612.52,2666.52,954.38,261.894
"2150",2013-06-13,441.4034,1009.2327,305.5787,1636.36,2661.71,943.59,261.8319
"2151",2013-06-14,442.6007,1013.3858,309.1602,1626.73,2667.32,953.68,262.4192
"2152",2013-06-17,442.2759,1015.4054,308.2342,1639.04,2702.69,957.12,263.2063
"2153",2013-06-18,441.9621,1015.4644,303.7991,1651.81,2700.93,953.54,263.4764
"2154",2013-06-19,440.9285,1014.659,303.5665,1628.93,2683.98,946.77,265.6436
"2155",2013-06-20,437.9746,998.3205,291.6563,1588.19,2586.45,908.49,257.7679
"2156",2013-06-21,436.3357,995.1234,290.5491,1592.43,2549.48,900.54,256.189
"2157",2013-06-24,434.4991,984.1579,288.9126,1573.09,2511.83,883.34,254.4622
"2158",2013-06-25,434.5038,982.6017,291.6243,1588.03,2543.37,885.85,254.4412
"2159",2013-06-26,435.7699,985.7552,291.9014,1603.26,2602.81,901.98,253.0962
"2160",2013-06-27,437.1541,990.7501,295.9094,1613.2,2619.86,919.46,252.2707
"2161",2013-06-28,437.4596,993.2147,296.1431,1606.28,2602.59,940.33,250.5353
"2162",2013-07-01,437.6097,995.2107,297.1679,1614.96,2622.62,941.93,252.4021
"2163",2013-07-02,438.0382,996.292,297.4659,1614.08,2603.2,932.12,253.5746
"2164",2013-07-03,437.6218,994.2991,294.7178,1615.41,2570.76,912.18,255.2414
"2165",2013-07-04,437.9695,993.5272,295.7778,1615.41,2646.54,922.1,255.2414
"2166",2013-07-05,435.7825,990.9597,292.1673,1631.89,2596.01,917.58,252.6958
"2167",2013-07-08,436.6276,991.274,292.4775,1640.46,2650.85,905.96,255.4889
"2168",2013-07-09,437.2783,992.3064,293.6511,1652.32,2664.14,912.71,256.1903
"2169",2013-07-10,436.804,993.6876,293.3541,1652.62,2659.71,915.63,258.2624
"2170",2013-07-11,438.0988,1001.1832,295.2891,1675.02,2681.32,942.88,258.8775
"2171",2013-07-12,438.271,1003.4196,295.8173,1680.19,2674.87,945.36,258.5547
"2172",2013-07-15,438.7078,1005.7478,297.0584,1682.5,2686.69,952.23,258.4032
"2173",2013-07-16,439.1432,1009.5515,299.4813,1676.26,2665.61,953.02,259.7859
"2174",2013-07-17,439.586,1011.7742,299.7242,1680.91,2681.88,959.37,258.4972
"2175",2013-07-18,439.5937,1015.8099,299.884,1689.37,2717.99,957.44,260.6496
"2176",2013-07-19,440.0387,1017.8824,300.3241,1692.09,2716.17,950.47,260.9999
"2177",2013-07-22,440.4703,1020.7714,302.0387,1695.53,2725.4,954,261.4092
"2178",2013-07-23,440.0169,1022.4468,302.3456,1692.39,2722.9,969.04,261.0431
"2179",2013-07-24,438.9959,1020.0637,300.5357,1685.94,2752.25,966.5,258.6537
"2180",2013-07-25,438.6223,1016.7298,298.1144,1690.25,2740.29,962.36,257.2218
"2181",2013-07-26,439.243,1016.8078,297.2894,1691.65,2741.96,961.53,254.8727
"2182",2013-07-29,439.0713,1017.0211,296.5009,1685.33,2741.73,953.86,253.9728
"2183",2013-07-30,439.0486,1017.0493,295.6733,1685.96,2759.21,953.65,252.1584
"2184",2013-07-31,439.1923,1016.2022,294.4919,1685.73,2768.15,947.55,253.9487
"2185",2013-08-01,438.2652,1015.5947,294.6724,1706.87,2808.64,954.15,254.1591
"2186",2013-08-02,439.2787,1015.9232,296.7089,1709.67,2811,955.35,252.9981
"2187",2013-08-05,439.0614,1015.9481,297.0843,1707.14,2809.08,956.4,251.6577
"2188",2013-08-06,438.9389,1016.8317,296.9978,1697.37,2790.78,946.3,250.1628
"2189",2013-08-07,439.4372,1016.3543,296.7876,1690.91,2794.44,937.86,249.0733
"2190",2013-08-08,439.7594,1018.1363,298.6929,1697.48,2816.88,946.39,251.6698
"2191",2013-08-09,439.8788,1018.1089,299.5545,1691.42,2825.62,951.37,252.7775
"2192",2013-08-12,439.8291,1017.9554,298.5116,1689.47,2827.15,957.82,256.1239
"2193",2013-08-13,438.2246,1016.9416,295.2011,1694.16,2841.61,965.94,255.7629
"2194",2013-08-14,438.1364,1017.617,294.8022,1685.39,2852.08,967.92,257.6584
"2195",2013-08-15,437.0854,1015.5019,292.4754,1661.32,2835.86,960.48,260.7475
"2196",2013-08-16,436.4873,1015.9812,292.3851,1655.83,2854.27,958.11,260.8958
"2197",2013-08-19,435.6321,1014.4859,288.8028,1646.06,2823.35,944.88,262.0985
"2198",2013-08-20,436.526,1013.8295,288.8494,1652.35,2787.98,932.15,260.6608
"2199",2013-08-21,435.847,1011.6566,285.997,1642.8,2774.58,924.19,259.8195
"2200",2013-08-22,435.3289,1009.9559,283.8803,1656.96,2812.32,922.28,259.6757
"2201",2013-08-23,435.9998,1011.6838,286.7688,1663.5,2826.05,932.76,262.0559
"2202",2013-08-26,436.3638,1012.4988,285.8728,1656.78,2821.45,932.78,264.6048
"2203",2013-08-27,437.513,1011.7796,281.887,1630.48,2749.27,915.44,266.2568
"2204",2013-08-28,436.9234,1010.4092,281.4288,1634.96,2742.61,909.81,266.4621
"2205",2013-08-29,437.4762,1009.5278,281.8077,1638.17,2758.31,920.84,264.9645
"2206",2013-08-30,437.5248,1009.5859,282.4379,1632.97,2721.37,929.54,262.5888
"2207",2013-09-02,437.2477,1009.9018,283.032,1632.97,2774.09,938.29,262.5888
"2208",2013-09-03,436.1463,1010.3939,280.0093,1639.77,2753.35,933.94,265.0228
"2209",2013-09-04,435.6365,1010.2661,281.6501,1653.08,2758.29,937.79,262.2831
"2210",2013-09-05,433.9121,1007.9944,280.2414,1655.08,2774.2,947.67,261.2402
"2211",2013-09-06,434.8644,1009.4416,282.6269,1655.17,2803.42,955.73,263.2461
"2212",2013-09-09,435.5521,1012.5612,285.6268,1671.71,2798.31,973.79,262.3816
"2213",2013-09-10,434.6304,1013.4128,287.1749,1683.99,2851.4,991.36,260.2768
"2214",2013-09-11,435.2819,1015.1214,288.4932,1689.13,2863.44,991.94,260.5457
"2215",2013-09-12,435.7918,1016.8722,290.1146,1683.42,2862.07,990.41,261.5066
"2216",2013-09-13,435.9924,1016.8139,290.3861,1687.99,2867.11,986.84,260.329
"2217",2013-09-16,436.7196,1021.5941,294.0502,1697.6,2894.64,1001.76,259.4724
"2218",2013-09-17,436.8842,1021.9104,293.6521,1704.76,2890.95,1002.44,257.7152
"2219",2013-09-18,438.1068,1024.4807,294.7623,1725.52,2908.92,1000.99,259.5335
"2220",2013-09-19,438.8259,1032.1466,303.8378,1722.34,2936.2,1022.54,261.7008
"2221",2013-09-20,438.7662,1031.9154,301.3903,1709.91,2927.19,1013.17,258.2635
"2222",2013-09-23,439.3201,1031.4652,300.3697,1701.84,2906.35,1016.3,256.84
"2223",2013-09-24,440.4845,1030.5719,299.5856,1697.42,2922.93,1010.56,255.3652
"2224",2013-09-25,441.0362,1030.1402,298.1775,1692.77,2927.35,1007.55,256.5573
"2225",2013-09-26,440.5632,1029.044,296.7458,1698.67,2922.99,1003,257.2909
"2226",2013-09-27,440.9737,1029.1931,295.1424,1691.75,2919.34,999.88,257.6897
"2227",2013-09-30,441.0758,1027.545,294.8599,1681.55,2893.15,987.46,255.8818
"2228",2013-10-01,441.0771,1028.2118,296.4962,1695,2933.02,996.34,254.2131
"2229",2013-10-02,441.4759,1029.7499,297.5176,1693.87,2918.31,997.85,256.1129
"2230",2013-10-03,441.6506,1030.8177,298.0339,1678.66,2902.12,1005.25,255.48
"2231",2013-10-04,441.1976,1031.5981,299.0085,1690.5,2928.31,1007.92,256.1837
"2232",2013-10-07,441.5916,1032.6414,299.1745,1676.12,2923.04,1004.66,257.8863
"2233",2013-10-08,441.3308,1033.736,299.2515,1655.45,2903.35,1008.89,258.7148
"2234",2013-10-09,441.3351,1032.431,298.0057,1656.4,2904.73,1005.69,256.4735
"2235",2013-10-10,441.0142,1034.3079,299.628,1692.56,2969.41,1014.05,258.0198
"2236",2013-10-11,441.281,1035.9985,300.7884,1703.2,2974.28,1023.21,257.2397
"2237",2013-10-14,441.3251,1036.7269,300.608,1710.14,2977.69,1022.65,258.3251
"2238",2013-10-15,440.7287,1037.0977,300.744,1698.06,3004.56,1029.85,257.1872
"2239",2013-10-16,441.2187,1038.2827,302.5891,1721.54,3015.4,1031.27,258.1897
"2240",2013-10-17,442.5542,1044.1989,305.8252,1733.15,3010.39,1033.97,258.0625
"2241",2013-10-18,443.0052,1047.4367,306.3575,1744.5,3033.31,1042.06,259.0722
"2242",2013-10-21,442.7637,1049.0327,305.3174,1744.66,3028.65,1042.66,257.9177
"2243",2013-10-22,444.2305,1051.7975,307.8926,1754.67,3045.77,1044.66,257.9107
"2244",2013-10-23,444.8457,1052.5402,307.7675,1746.38,3017.16,1033.47,255.8967
"2245",2013-10-24,444.4378,1053.4143,307.8985,1752.07,3038.96,1030.82,256.0551
"2246",2013-10-25,444.5615,1053.7306,308.5959,1759.77,3034.5,1027.27,256.7051
"2247",2013-10-28,444.6612,1054.5495,308.1715,1762.11,3022.04,1034.38,255.4845
"2248",2013-10-29,444.8481,1054.3873,307.1094,1771.95,3050.64,1036.76,254.6495
"2249",2013-10-30,445.101,1055.437,306.6166,1763.31,3040.69,1042.75,254.9356
"2250",2013-10-31,445.0392,1053.1424,302.9627,1756.54,3067.95,1034.42,252.1034
"2251",2013-11-01,444.3877,1051.424,299.1015,1761.64,3052.14,1027.87,249.363
"2252",2013-11-04,444.6521,1052.1816,299.8221,1767.93,3061.18,1027.06,248.02
"2253",2013-11-05,443.5253,1050.7542,296.9859,1762.97,3035.92,1016.3,247.1975
"2254",2013-11-06,443.6379,1051.6353,297.2047,1770.49,3056.4,1016.19,247.6122
"2255",2013-11-07,444.528,1050.3389,296.5509,1747.15,3042.98,1010.19,246.9969
"2256",2013-11-08,443.0293,1046.856,293.5765,1770.61,3034.91,995.3,248.1395
"2257",2013-11-11,443.0003,1047.7346,292.005,1771.89,3052.83,992.99,248.6935
"2258",2013-11-12,442.6261,1045.6307,291.8071,1767.69,3034.68,991.45,247.8502
"2259",2013-11-13,443.2367,1044.0185,292.151,1782,3021.17,979.88,247.2796
"2260",2013-11-14,444.0178,1046.4693,293.7703,1790.62,3053.69,991.77,248.0792
"2261",2013-11-15,444.009,1047.9546,295.0053,1798.18,3054.53,1005.17,248.0513
"2262",2013-11-18,444.6308,1050.8887,296.5953,1791.53,3081.3,1025.3,246.4485
"2263",2013-11-19,444.1955,1050.7688,296.5979,1787.87,3049.17,1024.53,245.6183
"2264",2013-11-20,443.7166,1050.7088,296.1086,1781.37,3047.32,1019.57,246.472
"2265",2013-11-21,443.4575,1049.9215,292.7753,1795.85,3044.34,1004.24,248.2101
"2266",2013-11-22,443.7831,1052.1413,294.1611,1804.76,3055.98,1009.17,249.2602
"2267",2013-11-25,444.0202,1053.5829,293.7474,1802.48,3072.75,1010.63,249.4288
"2268",2013-11-26,444.6754,1054.629,293.0605,1802.75,3062.62,1005.4,249.303
"2269",2013-11-27,444.3846,1055.3211,292.0128,1807.23,3082.65,1008.81,248.743
"2270",2013-11-28,444.3637,1056.0023,292.0975,1807.23,3092.42,1012.02,248.743
"2271",2013-11-29,444.4295,1056.9498,291.9314,1805.81,3086.64,1018.28,250.0857
"2272",2013-12-02,443.5557,1055.687,290.2228,1800.9,3077.23,1013.44,249.4262
"2273",2013-12-03,443.7844,1055.997,289.7763,1795.15,3013.88,1002.71,250.0675
"2274",2013-12-04,442.7028,1054.8925,288.8064,1792.81,2991.76,995.75,251.7614
"2275",2013-12-05,442.2542,1056.4048,290.2433,1785.03,2953.17,998.45,252.1132
"2276",2013-12-06,442.3289,1057.5009,292.0682,1805.09,2979.94,1002.2,252.4276
"2277",2013-12-09,442.8171,1059.2549,293.4091,1808.37,2988.67,1012.76,253.6456
"2278",2013-12-10,443.5838,1061.331,294.3683,1802.62,2960.86,1012.32,254.729
"2279",2013-12-11,443.2358,1061.857,293.1533,1782.22,2947.31,1002.55,255.8141
"2280",2013-12-12,442.8073,1060.893,292.187,1775.5,2928.12,991.52,254.3395
"2281",2013-12-13,442.9241,1060.5892,293.3215,1775.32,2921.92,990.48,253.9054
"2282",2013-12-16,443.0566,1061.9974,294.0487,1786.54,2978.77,990.4,254.361
"2283",2013-12-17,443.5775,1061.324,293.2962,1781,2941.76,990.49,253.7617
"2284",2013-12-18,443.2534,1062.5718,293.0678,1810.65,2975.09,992.7,253.7384
"2285",2013-12-19,442.7802,1062.0348,291.3138,1809.6,3031.05,990.65,255.1547
"2286",2013-12-20,443.1337,1062.7529,290.8032,1818.32,3049.35,988.26,256.8731
"2287",2013-12-23,442.7622,1063.9036,291.6724,1827.99,3070.91,992.69,256.373
"2288",2013-12-24,442.2871,1063.4911,291.6755,1833.32,3072.88,995.35,256.6729
"2289",2013-12-25,442.2452,1063.4911,291.6823,1833.32,3072.88,994.87,256.6729
"2290",2013-12-26,442.1453,1063.7169,290.9598,1842.02,3072.88,993.18,256.6698
"2291",2013-12-27,441.5624,1065.5726,290.46,1841.4,3111.37,997.56,256.9276
"2292",2013-12-30,442.1876,1066.8793,290.6481,1841.07,3100.93,1001.9,255.9755
"2293",2013-12-31,442.0281,1066.8347,290.3306,1848.36,3109,1002.69,253.1865
"2294",2014-01-01,442.0281,1066.8347,290.3306,1848.36,3109,1002.66,253.1865
"2295",2014-01-02,442.34,1065.9894,287.7751,1831.98,3059.93,990.79,252.4845
"2296",2014-01-03,442.4198,1066.1498,287.4996,1831.37,3074.43,979.49,251.4883
"2297",2014-01-06,443.1217,1068.2913,287.3131,1826.77,3069.16,972.42,251.7869
"2298",2014-01-07,443.7415,1069.3549,288.297,1837.88,3110.96,971.48,251.4133
"2299",2014-01-08,443.0946,1069.5649,287.4041,1837.49,3110.66,973.17,249.0202
"2300",2014-01-09,443.2651,1069.7319,286.7763,1838.13,3090.26,963.11,246.2951
"2301",2014-01-10,444.6959,1071.5872,289.6926,1842.37,3104.15,970.15,248.9301
"2302",2014-01-13,445.3716,1072.0954,290.0994,1819.2,3111.94,977.42,250.7045
"2303",2014-01-14,445.1117,1072.9318,289.5464,1838.88,3119.53,975.28,251.276
"2304",2014-01-15,444.8322,1072.6717,288.0393,1848.38,3168.76,977.87,251.494
"2305",2014-01-16,445.5311,1073.1972,287.0621,1845.89,3150.2,974.65,251.972
"2306",2014-01-17,445.8251,1073.3052,287.453,1838.7,3154.1,972.27,252.0075
"2307",2014-01-20,446.071,1073.5419,286.7272,1838.7,3153.17,970.82,252.0075
"2308",2014-01-21,445.9779,1073.8603,285.3809,1843.8,3153.08,970.75,251.5821
"2309",2014-01-22,445.5089,1073.9879,285.2862,1844.86,3151.27,976.47,253.2392
"2310",2014-01-23,446.5142,1074.2355,283.5095,1828.46,3117.08,963.98,253.6413
"2311",2014-01-24,447.0968,1070.6265,280.5116,1790.29,3028.2,949.9,255.7114
"2312",2014-01-27,446.7358,1068.9035,279.5662,1781.56,3014.62,931.64,252.7171
"2313",2014-01-28,446.9351,1069.8591,280.7699,1792.5,3038.6,934.09,254.4689
"2314",2014-01-29,447.65,1069.1903,279.0156,1774.2,3011.45,936.67,256.8976
"2315",2014-01-30,447.752,1067.0845,278.5886,1794.19,3027.3,936.37,254.3629
"2316",2014-01-31,448.3776,1064.5863,276.8857,1782.59,3013.96,936.53,253.9401
"2317",2014-02-03,449.2377,1064.6567,276.8138,1741.89,2963.96,926.74,254.5079
"2318",2014-02-04,448.9416,1063.9973,278.8265,1755.2,2962.49,917.74,258.4093
"2319",2014-02-05,448.7492,1064.9209,280.2071,1751.64,2962.51,916.56,257.8725
"2320",2014-02-06,448.1683,1067.3491,282.7355,1773.43,3010.79,929.8,257.8888
"2321",2014-02-07,448.8008,1069.95,282.3236,1797.02,3038.49,937.3,258.6923
"2322",2014-02-10,448.761,1072.4231,281.5053,1799.84,3032.53,935.5,257.5442
"2323",2014-02-11,448.4015,1074.3863,282.5833,1819.75,3077.08,944.75,259.4361
"2324",2014-02-12,447.6702,1074.3803,283.3726,1819.26,3094.89,953.3,260.4039
"2325",2014-02-13,448.5298,1075.3561,283.1198,1829.83,3097.95,945.83,261.9298
"2326",2014-02-14,448.5188,1076.4922,285.5964,1838.63,3119.06,957.31,263.0793
"2327",2014-02-17,448.6007,1076.8986,286.6464,1838.63,3118.91,964.29,263.0793
"2328",2014-02-18,449.1262,1079.055,285.6593,1840.76,3117.44,958.87,267.469
"2329",2014-02-19,448.9442,1080.0858,284.7988,1828.75,3120.8,959.09,269.2326
"2330",2014-02-20,448.4501,1079.8441,284.2093,1839.78,3121.59,950.62,268.5139
"2331",2014-02-21,448.8704,1082.2238,285.9281,1836.25,3131.67,959.26,269.1877
"2332",2014-02-24,448.8744,1084.5722,287.1219,1847.61,3157.31,958.42,269.6005
"2333",2014-02-25,449.6397,1086.8908,287.1406,1845.12,3157.48,955.54,269.7446
"2334",2014-02-26,450.2242,1086.6397,285.7688,1845.16,3148.19,956.26,268.7727
"2335",2014-02-27,450.9507,1088.7557,286.2853,1854.29,3134.94,963.23,268.4715
"2336",2014-02-28,450.5812,1092.2635,287.7529,1859.45,3149.23,966.42,269.7739
"2337",2014-03-03,451.4283,1090.1111,285.5785,1845.73,3053.99,950.68,272.5259
"2338",2014-03-04,450.7123,1090.7316,287.2872,1873.91,3136.33,956.19,273.8003
"2339",2014-03-05,450.6714,1091.7279,288.3134,1873.81,3135.97,959.18,273.1423
"2340",2014-03-06,449.8263,1093.0378,290.4222,1877.03,3144.53,970.27,275.3865
"2341",2014-03-07,449.3485,1092.3918,288.1145,1878.04,3095.31,966.72,274.1342
"2342",2014-03-10,449.6121,1092.1129,287.622,1877.17,3092.79,955.02,272.5887
"2343",2014-03-11,449.6376,1092.2207,286.9197,1867.63,3092.55,955.89,272.1892
"2344",2014-03-12,450.1066,1091.5928,285.6145,1868.2,3065.46,944.63,271.9007
"2345",2014-03-13,450.9639,1092.363,286.9241,1846.34,3019.54,943.19,270.9947
"2346",2014-03-14,451.0903,1090.3462,286.9147,1841.13,3004.64,937.69,271.6293
"2347",2014-03-17,450.6714,1091.495,288.2541,1858.83,3049.19,943.22,270.0749
"2348",2014-03-18,450.926,1092.4408,289.1533,1872.25,3073.75,952.48,271.3339
"2349",2014-03-19,450.0045,1093.6216,289.5528,1860.77,3076.36,950.59,271.6153
"2350",2014-03-20,449.5251,1090.6387,286.6705,1872.01,3088.9,940.7,268.3504
"2351",2014-03-21,450.0123,1091.8073,286.9962,1866.52,3096.49,944.96,267.699
"2352",2014-03-24,450.3966,1093.2811,287.3959,1857.44,3052.91,953.9,267.9751
"2353",2014-03-25,450.5574,1094.2542,289.214,1865.62,3096.64,958.49,269.1488
"2354",2014-03-26,451.0515,1095.884,290.9087,1852.56,3130.17,968.23,268.7052
"2355",2014-03-27,451.5726,1096.1878,292.5564,1849.04,3133.75,975.29,271.0408
"2356",2014-03-28,451.1465,1097.0367,293.3828,1857.62,3172.43,984.91,271.3287
"2357",2014-03-31,451.0242,1098.5245,295.8372,1872.34,3161.6,994.65,270.8832
"2358",2014-04-01,450.893,1099.5244,295.8347,1885.52,3186.34,1000.79,269.204
"2359",2014-04-02,450.228,1099.6795,295.1366,1890.9,3187.45,1004.97,268.614
"2360",2014-04-03,450.5389,1099.5298,294.4605,1888.77,3206.76,1000.17,270.3959
"2361",2014-04-04,451.7451,1100.8325,296.8451,1865.09,3230.33,1002.04,271.3327
"2362",2014-04-07,452.321,1101.8357,297.146,1845.04,3185.97,1004.15,271.0666
"2363",2014-04-08,452.2066,1103.2321,299.9579,1851.96,3177.66,1011.49,273.9357
"2364",2014-04-09,452.2437,1104.6417,299.1096,1872.18,3182.79,1014.83,274.8134
"2365",2014-04-10,453.3682,1106.8317,300.8768,1833.08,3152.86,1021.74,275.8411
"2366",2014-04-11,453.5037,1105.6731,299.6633,1815.69,3116.54,1015.44,274.6681
"2367",2014-04-14,453.3275,1104.7181,298.2368,1830.61,3131.57,1011.73,276.6184
"2368",2014-04-15,453.8034,1104.9842,296.5927,1842.98,3091.52,999.9,275.5148
"2369",2014-04-16,453.6795,1104.8624,296.7094,1862.31,3139.26,1002.5,276.0029
"2370",2014-04-17,452.8935,1105.3962,298.2818,1864.85,3155.81,1009.22,277.244
"2371",2014-04-18,452.9143,1105.3962,298.4521,1864.85,3155.81,1011.87,277.244
"2372",2014-04-21,452.9007,1106.5108,298.1484,1871.89,3155.81,1010.76,275.6989
"2373",2014-04-22,452.7819,1106.2826,296.9027,1879.55,3199.69,1008.72,276.6725
"2374",2014-04-23,453.3285,1107.0085,296.3932,1875.39,3175.97,1003.79,277.1187
"2375",2014-04-24,453.2909,1107.1164,296.9515,1878.61,3189.81,1004.46,278.1963
"2376",2014-04-25,453.7652,1106.6752,296.2805,1863.4,3147.4,993.35,277.9828
